mp_id,full_name,club,mandate_status,district_number,okreg_nazwa,emails,image_url,wybrany_dnia,lista,liczba_glosow,slubowanie,staz_parlamentarny,data_urodzenia,miejsce_urodzenia,wyksztalcenie,ukonczona_szkola,zawod
319,Marek Rząsa,KO,aktywny,22,Krosno,Marek.Rzasa@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5EB7177269EE3852C1258A51003BA0CD/$File/319.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,13510,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",04-10-1957,Rzeszów,wyższe,"Akademia Wychowania Fizycznego w Krakowie, Wydział Wychowania Fizycznego, Nauczycielski - magister (1984) | Wyższa Szkoła Informatyki i Zarządzania w Rzeszowie, Organizacja i Zarządzanie Oświatą (2002) - studia podyplomowe",nauczyciel
320,Jarosław Rzepa,PSL-TD,aktywny,41,Szczecin,Jaroslaw.Rzepa@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/61ED544855969B3FC1258A51003BA0D0/$File/320.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,21309,13-11-2023,poseł na Sejm RP IX kadencji,22-08-1972,Szamotuły,wyższe,"Akademia Rolnicza w Szczecinie, Wydział Rolnictwa, Ogrodnictwo - magister inżynier (1997) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii, Nauczanie biologii - licencjat (1997) | Akademia Rolnicza w Krakowie, Hodowla Roślin i Nasiennictwo (2002) - studia podyplomowe | Akademia Rolnicza w Szczecinie, Ogrodnictwo - doktor (2007)",inżynier ogrodnik
321,Jarosław Sachajko,Republikanie,aktywny,7,Chełm,Jaroslaw.Sachajko@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/40F88EEB61EEDCF6C1258A51003BA0D3/$File/321.jpg,15-10-2023,Prawo i Sprawiedliwość,33727,13-11-2023,poseł na Sejm RP VIII i IX kadencji,08-10-1971,Lublin,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Ekonomiczno-Rolniczy, Ekonomia - magister (1998) | Uniwersytet Przyrodniczy w Lublinie, Agrobioinżynieria - doktor (2010) | Warszawska Szkoła Zarządzania-Szkoła Wyższa, Wycena Nieruchomości (2013) - studia podyplomowe",przedsiębiorca prywatny
322,Paweł Sałek,PiS,aktywny,10,Piotrków Trybunalski,Pawel.Salek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/1D5ADEFC234A1A46C1258A51003BA0D8/$File/322.jpg,15-10-2023,Prawo i Sprawiedliwość,15200,13-11-2023,brak,29-06-1975,Skierniewice,wyższe,"Politechnika Częstochowska, Wydział Inżynierii Mechanicznej i Informatyki, Mechanika i Budowa Maszyn - magister inżynier (2000) | Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Oceny i wyceny zasobów przyrodniczych (2001) - studia podyplomowe | MBA UW, Master of Business Administration (2009) - studia podyplomowe | Wyższa Szkoła Kultury Społecznej i Medialnej w Toruniu, Relacje Międzynarodowe i Dyplomacja (2014) - studia podyplomowe","inżynier mechanik, urzędnik państwowy"
323,Wojciech Saługa,KO,wygasl,32,Katowice,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/91D973D1F88A3405C1258A51003BA0DC/$File/323.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,28781,13-11-2023,"poseł na Sejm RP V, VI, VII i IX kadencji, senator V kadencji",27-03-1969,Jaworzno,wyższe,"Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomia Produkcji, Ekonomika i Organizacja Produkcji Przemysłowej - magister (1994)",ekonomista
324,Tadeusz Samborski,PSL-TD,aktywny,1,Legnica,Tadeusz.Samborski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F7D42BBE88F374D6C1258A51003BA0E1/$File/324.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,16120,13-11-2023,poseł na Sejm RP II i IV kadencji,08-08-1945,Gańczary K. Lwowa,wyższe,"Wyższa Szkoła Pedagogiczna w Gdańsku, Wydział Humanistyczny, Historia - magister (1969) | Państwowy Uniwersytet im. M. Łomonosowa w Moskwie, Nauki Humanistyczne - doktor (1974)",historyk
325,Jacek Sasin,PiS,aktywny,24,Białystok,Jacek.Sasin@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CD7D0E6A634285EDC1258A51003BA0E6/$File/325.jpg,15-10-2023,Prawo i Sprawiedliwość,59490,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",06-11-1969,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (1998) | Akademia Leona Koźmińskiego, Zarządzanie w Administracji Publicznej (2005) - studia podyplomowe",urzędnik państwowy
326,Marek Sawicki,PSL-TD,aktywny,18,Siedlce,Marek.Sawicki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A77B3EA1811D6401C1258A51003BA0EC/$File/326.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,25534,13-11-2023,"poseł na Sejm RP II, III, IV, V, VI, VII, VIII i IX kadencji",08-04-1958,Sawice,wyższe,"Wyższa Szkoła Rolniczo-Pedagogiczna, Wydział Rolniczy, Rolnictwo - magister inżynier (1983) | Polska Akademia Nauk w Warszawie, Wspólnotowe Prawo Rolne (1997) - studia podyplomowe | Akademia Podlaska w Siedlcach, Agronomia - doktor (2006) | Uniwersytet Przyrodniczo - Humanistyczny w Siedlcach, Nauki Rolnicze (2006) - studia doktoranckie",rolnik
327,Ewa Schädler,Polska2050-TD,aktywny,39,Poznań,Ewa.Schadler@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E0A6C4B094EE6F33C1258A51003BA0F1/$File/327.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,33815,13-11-2023,brak,13-09-1968,Poznań,wyższe,"Katolicki Uniwersytet Lubelski w Lublinie, Wydział Teologiczny, Teologia - magister (1992) | Katolicki Uniwersytet Lubelski Jana Pawła II, Teologia - doktor (2014) | Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej, Nauki o Wychowaniu - Pedagogika (2018) - studia podyplomowe",przedsiębiorca prywatny
328,Joanna Scheuring-Wielgus,Lewica,wygasl,5,Toruń,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2CE2B5A4FC81D8CCC1258A51003BA0F5/$File/328.jpg,,Nowa Lewica,35193,13-11-2023,poseł na Sejm RP VIII i IX kadencji,08-02-1972,Toruń,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Humanistyczny, Socjologia - magister (1997) | Polska Akademia Nauk w Warszawie, Zarządzanie Kulturą (2008) - studia podyplomowe",socjolog
329,Anna Schmidt,PiS,aktywny,22,Krosno,Anna.Schmidt@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/C56360CB21C7578AC1258A51003BA0FA/$File/329.jpg,,Prawo i Sprawiedliwość,28692,13-11-2023,poseł na Sejm RP VIII i IX kadencji,11-11-1978,Jarosław,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Nauk Społecznych, Socjologia - magister (2003)",socjolog
330,Łukasz Schreiber,PiS,aktywny,4,Bydgoszcz,Lukasz.Schreiber@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/DBDC698B48D385C4C1258A51003BA0FF/$File/330.jpg,15-10-2023,Prawo i Sprawiedliwość,44413,13-11-2023,poseł na Sejm RP VIII i IX kadencji,26-05-1987,Bydgoszcz,wyższe,"Wydział Administracji i Nauk Społecznych, Administracja - magister (2013)",urzędnik państwowy
331,Jarosław Sellin,PiS,aktywny,25,Gdańsk,Jaroslaw.Sellin@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/547678F2F3B01643C1258A51003BA102/$File/331.jpg,15-10-2023,Prawo i Sprawiedliwość,7284,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",01-05-1963,Gdynia,wyższe,"Uniwersytet Gdański, Wydział Humanistyczno-Filologiczny, Historia - magister (1988) | Uniwersytet Kardynała Stefana Wyszyńskiego, Historia - doktor (2021)",nauczyciel akademicki
332,Olga Ewa Semeniuk-Patkowska,PiS,aktywny,35,Olsztyn,Olga.Semeniuk-Patkowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/8BA1A7DA8205A27EC1258A51003BA106/$File/332.jpg,,Prawo i Sprawiedliwość,14183,13-11-2023,brak,05-12-1988,Warszawa,wyższe,"Politechnika Warszawska, Wydział Administracji i Nauk Społecznych, Nauki Społeczne - magister (2019)",wyższy urzędnik państwowy
333,Edward Siarka,PiS,aktywny,14,Nowy Sącz,Edward.Siarka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BAFD02B6594E7F96C1258A51003BA10D/$File/333.jpg,15-10-2023,Prawo i Sprawiedliwość,18587,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",07-07-1963,Rabka,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Historia - magister (1988) | Wyższa Szkoła Filozoficzno-Pedagogiczna IGNATIANUM, Doradztwo Europejskie (2004) - studia podyplomowe",nauczyciel
334,Krystyna Sibińska,KO,aktywny,8,Zielona Góra,Krystyna.Sibinska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0872F5159C8F58FDC1258A51003BA111/$File/334.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,19415,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",12-06-1962,Złocieniec,wyższe,"Politechnika Szczecińska, Wydział Budownictwa i Architektury, Technologia i Organizacja Budowy - magister inżynier (1987) | Uniwersytet Szczeciński, Wydział Zarządzania i Ekonomiki Usług, Zarządzanie Funduszami Europejskimi (2004) - studia podyplomowe | Uniwersytet Szczeciński, Wydział Prawa i Administracji, Prawo Administracyjne i Samorządowe (2007) - studia podyplomowe",inżynier budownictwa
335,Czesław Siekierski,PSL-TD,aktywny,33,Kielce,Czeslaw.Siekierski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/DEDBFCFDD5F76341C1258A51003BA116/$File/335.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,21916,13-11-2023,"poseł na Sejm RP III, IV i IX kadencji",08-10-1952,Stopnica,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Rolniczy, Ekonomika Rolnictwa - magister inżynier (1976) | Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Ekonomika Rolnictwa - doktor (1986)",nauczyciel akademicki
336,Rafał Siemaszko,KO,aktywny,26,Słupsk,Rafal.Siemaszko@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/7074D8F637C02683C1258A51003BA11B/$File/336.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,15494,13-11-2023,brak,11-09-1986,Wejherowo,średnie zawodowe,"Zespół Szkół Budownictwa Okrętowego, Technikum Budowy Okrętów, Technik Budownictwa Okrętowego - technik (2006)",
337,Tomasz Siemoniak,KO,aktywny,21,Opole,Tomasz.Siemoniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E1888A42C7862347C1258A51003BA11F/$File/337.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,46223,13-11-2023,poseł na Sejm RP VIII i IX kadencji,02-07-1967,Wałbrzych,wyższe,"Szkoła Główna Handlowa w Warszawie, Handel Zagraniczny, Ekonomika i Organizacja Handlu Zagranicznego - magister (1992)",ekonomista
338,Bartłomiej Sienkiewicz,KO,wygasl,13,Kraków,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A6001ABA633B3F4EC1258A51003BA124/$File/338.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,95873,13-11-2023,poseł na Sejm RP IX kadencji,29-07-1961,Kielce,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Historia Archiwistyka - magister (1987)","archiwista, historyk"
339,Arkadiusz Sikora,Lewica,aktywny,1,Legnica,Arkadiusz.Sikora@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4DD5BC13DCC8EA89C1258A51003BA12A/$File/339.jpg,15-10-2023,Nowa Lewica,12048,13-11-2023,brak,20-06-1973,Głubczyce,wyższe,"Uniwersytet Ekonomiczny we Wrocławiu, Wydział Gospodarki Narodowej, Finanse i Bankowość - magister (1997)",ekonomista
340,Włodzimierz Skalik,Konfederacja_KP,aktywny,21,Opole,Wlodzimierz.Skalik@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/7C0D86497541D844C1258A51003BA12F/$File/340.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,15190,13-11-2023,brak,10-06-1959,Radomsko,średnie policealne/pomaturalne,"Policealne Studium Zawodowe TZN w Częstochowie, Obróbka Skrawaniem - technik (1980)",
341,Marcin Skonieczka,Polska2050-TD,aktywny,5,Toruń,Marcin.Skonieczka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/91223D4AFB15ACB7C1258A51003BA132/$File/341.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,11864,13-11-2023,brak,09-11-1978,Chełmno,wyższe,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Zarządzania, Handel i Marketing - magister (2002) | Uniwersytet Mikołaja Kopernika w Toruniu, Wiedzy o Unii Europejskiej i Wykorzystaniu Funduszy Europejskich (2008) - studia podyplomowe","ekonomista, urzędnik samorządowy"
342,Krystyna Skowrońska,KO,aktywny,23,Rzeszów,Krystyna.Skowronska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A431CD5597520704C1258A51003BA137/$File/342.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,14901,13-11-2023,"poseł na Sejm RP IV, V, VI, VII, VIII i IX kadencji",22-07-1954,Mielec,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa i Administracji, Prawo Administracyjne - magister (1978)",bankowiec
343,Sławomir Skwarek,PiS,aktywny,6,Lublin,Slawomir.Skwarek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0149FE9D9945B608C1258A51003BA13D/$File/343.jpg,15-10-2023,Prawo i Sprawiedliwość,12427,13-11-2023,poseł na Sejm RP VIII i IX kadencji,25-11-1963,Radzyń Podlaski,wyższe,"Uniwersytet Warszawski, Wydział Historii, Historia - magister (1998) | Katolicki Uniwersytet Lubelski, Zarządzanie Procesem Rozwoju Oświaty (2001) - studia podyplomowe",nauczyciel
344,Waldemar Sługocki,KO,aktywny,8,Zielona Góra,Waldemar.Slugocki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BC6FD110431E199BC1258A51003BA142/$File/344.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,25037,13-11-2023,"poseł na Sejm RP VII i IX kadencji, senator IX kadencji",09-09-1971,Sulechów,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Nauki Polityczne i Dziennikarstwo - magister (1997) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Nauki Humanistyczne, Nauki o Polityce (2002) - studia doktoranckie | Szkoła Główna Handlowa w Warszawie, Badania i Analizy Strategiczne (2011) - studia podyplomowe | Uniwersytet im. Adama Mickiewicza w Poznaniu, Nauki Społeczne, Nauki o Polityce - doktor habilitowany (2014) | Collegium Humanum - Szkoła Główna Menedżerska w Warszawie, Apsley Business School of London, Executive Master of Business Administration (2020) - studia podyplomowe","nauczyciel akademicki, urzędnik"
345,Weronika Smarduch,KO,aktywny,14,Nowy Sącz,Weronika.Smarduch@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B8DDD20D53C2567BC1258A51003BA147/$File/345.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,27031,13-11-2023,brak,08-04-1990,Rabka-Zdrój,wyższe,"Uniwersytet Ekonomiczny w Krakowie, Wydział Zarządzania, Zarządzanie - magister (2014)",ekspert ds. kontrolingu
346,Kazimierz Smoliński,PiS,aktywny,25,Gdańsk,Kazimierz.Smolinski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/63B1ACB38924F0BAC1258A51003BA14B/$File/346.jpg,15-10-2023,Prawo i Sprawiedliwość,16177,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",15-07-1955,Malbork,wyższe,"Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (1978) | Uniwersytet im. Adama Mickiewicza w Poznaniu, Dla Radców Prawnych (1984) - studia podyplomowe | Uniwersytet Gdański, Zarządzanie Przedsiębiorstwem (2001) - studia podyplomowe",adwokat
347,Anna Sobolak,KO,aktywny,3,Wrocław,Anna.Sobolak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/84B748219F0ACE24C1258A51003BA151/$File/347.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,7675,13-11-2023,brak,02-11-1979,Lublin,wyższe,"Politechnika Rzeszowska, Wydział Budowy Maszyn i Lotnictwa, Komputerowe Wspomaganie Procesów Technicznych - inżynier (2007)",
348,Krzysztof Sobolewski,PiS,aktywny,23,Rzeszów,Krzysztof.Sobolewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BD35697E61103703C1258A51003BA155/$File/348.jpg,15-10-2023,Prawo i Sprawiedliwość,18390,13-11-2023,poseł na Sejm RP IX kadencji,20-09-1978,Radymno,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa, Prawo Administracyjne - magister (2002)",administratywista
349,Artur Soboń,PiS,wygasl,6,Lublin,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B49A15A86733E85EC1258A51003BA158/$File/349.jpg,15-10-2023,Prawo i Sprawiedliwość,32357,13-11-2023,poseł na Sejm RP VIII i IX kadencji,13-03-1977,Świdnik,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2001) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Zarządzanie Projektami Europejskimi i Prawo Unii Europejskiej (2004) - studia podyplomowe | Katolicki Uniwersytet Lubelski, Rachunkowość i Finanse (2007) - studia podyplomowe | Szkoła Główna Handlowa w Warszawie, Kolegium Nauk o Przedsiębiorstwie, Zarządzanie - magister (2011) | Szkoła Główna Handlowa w Warszawie, Ekonomia (2011) - studia doktoranckie",pracownik samorządowy
350,Agnieszka Anna Soin,PiS,aktywny,3,Wrocław,Agnieszka.Soin@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/159F98F44E7EC8A6C1258A51003BA15C/$File/350.jpg,,Prawo i Sprawiedliwość,18645,13-11-2023,poseł na Sejm RP VIII i IX kadencji,09-02-1977,Szczytno,wyższe,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Zarządzania i Administracji, Administracja - magister (2001) | Politechnika Warszawska, Bezpieczeństwo i Higiena Pracy (2005) - studia podyplomowe | Wyższa Szkoła Przedsiębiorczości i Zarządzania L. Koźmińskiego (Warszawa), Prawo Pracy (2007) - studia podyplomowe | Szkoła Główna Handlowa w Warszawie, Doradztwo Zawodowe i Zarządzanie Kompetencjami (2008) - studia podyplomowe | Szkoła Główna Handlowa w Warszawie, Public Relations i Komunikacji Strategicznej (2008) - studia podyplomowe | Wyższa Szkoła Menedżerska akredytacja Aspley Business School of London, MBA (2019) - studia podyplomowe",parlamentarzysta
351,Zbigniew Sosnowski,PSL-TD,aktywny,5,Toruń,Zbigniew.Sosnowski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/E6F9F49AF1B6942BC1258A51003BA160/$File/351.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,27070,13-11-2023,"poseł na Sejm RP IV, V, VII i VIII kadencji",10-12-1963,Rypin,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Historycznych, Historia - magister (2000)",nauczyciel
352,Marek Sowa,KO,aktywny,12,Kraków,Marek.Sowa@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/90EBB1C7C8E4F064C1258A51003BA164/$File/352.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,24652,13-11-2023,poseł na Sejm RP VIII i IX kadencji,04-02-1967,Libiąż,wyższe,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Zarządzania, Zarządzanie - magister (2002)",wyższy urzędnik państwowy
353,Katarzyna Sójka,PiS,aktywny,36,Kalisz,Katarzyna.Sojka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/3D15562D4E1BDE37C1258A51003BA167/$File/353.jpg,,Prawo i Sprawiedliwość,18138,13-11-2023,poseł na Sejm RP IX kadencji,05-02-1986,Ostrów Wielkopolski,wyższe,"Wydział Lekarski, Lekarski - lekarz (2011) | Uniwersytet Przyrodniczy w Poznaniu, Wydział Leśny - Gospodarka Leśna, Inżynier Leśnictwa - inżynier (2013)",lekarz - specjalista chorób wewnętrznych
354,Magdalena Sroka,PSL-TD,aktywny,25,Gdańsk,Magdalena.Sroka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2E1A6BD928650978C1258A51003BA16C/$File/354.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,18348,13-11-2023,poseł na Sejm RP IX kadencji,15-07-1979,Gdańsk,wyższe,"Akademia Wychowania Fizycznego w Gdańsku, Wydział Wychowania Fizycznego, Nauczyciel Wychowania Fizycznego - magister (2003) | Uniwersytet Gdański, Wydział Zarządzania, Zarządzanie Zasobami Ludzkimi (2006) - studia podyplomowe | Wyższa Szkoła Policji w Szczytnie, Studia Oficerskie (2009) - studia podyplomowe | Wyższa Szkoła Handlu i Usług w Poznaniu, Wydział Społeczno-Ekonomiczny, Menedżer (2019)",menedżer
355,Mirosława Stachowiak-Różecka,PiS,aktywny,3,Wrocław,Miroslawa.Stachowiak-Rozecka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5BA94D6C16084CA6C1258A51003BA171/$File/355.jpg,,Prawo i Sprawiedliwość,97193,13-11-2023,poseł na Sejm RP VIII i IX kadencji,08-07-1973,Świebodzin,wyższe,"Dolnośląska Szkoła Wyższa, Wydział Nauk Pedagogicznych, Pedagogika Specjalna - magister (2017)",pedagog specjalny
356,Dariusz Stefaniuk,PiS,aktywny,7,Chełm,Dariusz.Stefaniuk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AFCBDB5C922142B4C1258A51003BA175/$File/356.jpg,15-10-2023,Prawo i Sprawiedliwość,29710,13-11-2023,poseł na Sejm RP IX kadencji,10-05-1981,Biała Podlaska,wyższe,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Nauk Historycznych i Społecznych, Politologia - magister (2006) | Szkoła Główna Handlowa w Warszawie, Podyplomowe Studia Menadżerskie (2009) - studia podyplomowe | Szkoła Główna Handlowa w Warszawie, Menadżer Samorządu Terytorialnego (2017) - studia podyplomowe",politolog
357,Franciszek Sterczewski,KO,aktywny,39,Poznań,Franciszek.Sterczewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/13A6A1B69037F2B5C1258A51003BA179/$File/357.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,10108,13-11-2023,poseł na Sejm RP IX kadencji,17-03-1988,Poznań,wyższe,"Uniwersytet Artystyczny w Poznaniu, Wydział Architektury i Wzornictwa, Architektura i Urbanistyka - inżynier architekt (2014)",architekt
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,Katowice,Piotr.Strach@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/53C00C0EF46ED149C1258A51003BA17F/$File/358.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,17634,13-11-2023,brak,10-01-1982,Częstochowa,wyższe,"Politechnika Częstochowska, Wydział Zarządzania, Marketing i Zarządzanie - magister (2009) | Collegium Humanum Wrocław, Executive Master of Business Administration (EMBA) (2021) - studia podyplomowe","menedżer, nauczyciel"
359,Mirosław Suchoń,Polska2050-TD,aktywny,27,Bielsko-Biała,Miroslaw.Suchon@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/27D43DE54D6BEA6CC1258A51003BA185/$File/359.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,30897,13-11-2023,poseł na Sejm RP VIII i IX kadencji,10-01-1976,Bielsko-Biała,wyższe,"Wyższa Szkoła Bankowa w Poznaniu, Wydział Zamiejscowy w Chorzowie, Finanse i Bankowość - licencjat (2000)","ekonomista, informatyk"
360,Marek Suski,PiS,aktywny,17,Radom,Marek.Suski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/15ABE0CF49467D6FC1258A51003BA18A/$File/360.jpg,15-10-2023,Prawo i Sprawiedliwość,37853,13-11-2023,"poseł na Sejm RP IV, V, VI, VII, VIII i IX kadencji",11-06-1958,Grójec,średnie policealne/pomaturalne,"Pomaturalne Studium Zawodowe, Technik Teatralny (1980)",specjalista ds. marketingu
